ProbeName	ProbeDisplayName	TargetName	HUGOSymbol	Accessions	GenomeBuild	GenomicPosition	GlobalOutlier	GlobalOutlierReason	OutlierFrequency	GeneID
13993	4921524J17Rik_01	4921524J17Rik	4921524J17Rik	"NR_033144.1,NM_025722.3"	GRCm38.p6	chr8:85412237-85412271	False		0	66714
14416	Actg2_01	Actg2	Actg2	NM_009610.2	GRCm38.p6	chr6:83526852-83526886	False		0	11468
17707	Cttn_01	Cttn	Cttn	"XR_003946382.1,NM_001357116.1,XR_001785469.2,NM_001252572.1,XR_003946381.1,NM_007803.5"	GRCm38.p6	chr7:144461267-144461305	False		0	13043
25115	Oaz1_01	Oaz1	"Oaz1-ps,Oaz1"	"NM_008753.4,NM_001301034.1,NR_027656.1"	GRCm38.p6	"chr10:80828493-80828527,chr17:17345782-17345816"	False		0	18245
27821	Pycr2_01	Pycr2	Pycr2	NM_133705.2	GRCm38.p6	chr1:180905876-180905910	False		0	69051
18845	Elovl5_01	Elovl5	Elovl5	"XM_030244554.1,NM_134255.3,XM_006511400.1,XM_011242807.2"	GRCm38.p6	chr9:77960957-77960994	False		0	68801
14305	Abitram_01	Abitram	Abitram	"NM_001081420.1,XM_011250006.3"	GRCm38.p6	chr4:56802679-56802715	False		0	230234
17194	Cmas_01	Cmas	Cmas	"XM_030255134.1,NM_009908.2"	GRCm38.p6	chr6:142764373-142764408	False		0	12764
14377	Acox1_01	Acox1	Acox1	"XM_006532002.4,NM_001377521.1,NM_001377522.1,NM_015729.3,NM_001271898.1"	GRCm38.p6	chr11:116198308-116198349	False		0	11430
22469	Kif1b_01	Kif1b	Kif1b	"XM_006538593.3,XM_006538596.3,XM_006538594.3,XM_030253268.1,NM_001290995.1,XM_006538590.4,XM_030253271.1,XM_030253272.1,XM_030253273.1,XM_011250200.3,XM_006538591.3,XM_030253269.1,XM_006538595.3,XM_030253270.1,NM_207682.2,NM_008441.2,XM_006538592.3"	GRCm38.p6	chr4:149270812-149270847	False		0	16561
17976	Dcaf5_01	Dcaf5	Dcaf5	"NM_001364324.1,NM_177267.5"	GRCm38.p6	chr12:80398871-80398908	False		0	320808
14735	Akr1b3_01	Akr1b3	"Akr1b3,Gm6644"	"NR_037965.1,NM_009658.3"	GRCm38.p6	"chr6:34310598-34310635,chr1:55444558-55444595"	False		0	11677
15698	Bckdha_01	Bckdha	Bckdha	"XM_030242030.1,XM_030242029.1,NM_007533.5,XM_006539486.4"	GRCm38.p6	chr7:25641708-25641757	False		0	12039
32489	Vash1_01	Vash1	Vash1	"NM_177354.4,XM_011244107.3"	GRCm38.p6	chr12:86685384-86685423	False		0	238328
15321	Ascc3_01	Ascc3	Ascc3	"XM_030245388.1,NM_198007.2,XM_030245389.1"	GRCm38.p6	chr10:50617797-50617832	False		0	77987
18826	Ell2_01	Ell2	Ell2	NM_138953.2	GRCm38.p6	chr13:75750041-75750080	False		0	192657
22895	Letmd1_01	Letmd1	Letmd1	"XM_017316739.2,XM_006521322.2,NM_001357983.1,NM_001357982.1,XM_006521320.4,NM_001357984.1,NM_134093.3,XM_030248726.1"	GRCm38.p6	chr15:100469740-100469775	False		0	68614
29655	Slc38a10_01	Slc38a10	Slc38a10	"XM_006534286.3,XM_030246349.1,XM_006534287.3,XM_030246356.1,XM_006534288.3,XM_030246355.1,NM_001164798.1,XM_017314782.1,NM_001164799.1,NM_001361698.1,NM_001361696.1,NM_001361699.1,NM_001361697.1,XM_006534290.3,XM_030246357.1,XM_030246352.1,XM_006534284.3,XM_030246351.1,XM_030246350.1,NM_001164802.1,XM_030246354.1,XM_030246353.1,NM_001164800.1,NM_001164801.1,XM_017314786.2,NM_024249.5,XM_006534285.3,XM_017314785.1,XM_006534291.2"	GRCm38.p6	chr11:120134795-120134830	False		0	72055
30303	Srp72_01	Srp72	Srp72	NM_025691.1	GRCm38.p6	chr5:76994183-76994222	False		0	66661
24456	Ncan_01	Ncan	Ncan	"XM_006509543.4,NM_007789.3"	GRCm38.p6	chr8:70115217-70115254	False		0	13004
29487	Slc20a2_01	Slc20a2	Slc20a2	"XM_030243366.1,XM_006509044.2,XM_006509043.3,XM_030243367.1,NM_011394.3"	GRCm38.p6	chr8:22535483-22535520	False		0	20516
17383	Copz2_01	Copz2	Copz2	NM_019877.2	GRCm38.p6	chr11:96850693-96850730	False		0	56358
27521	Prr11_01	Prr11	Prr11	NM_175563.5	GRCm38.p6	chr11:87103544-87103579	False		0	270906
15461	Atp6v0a1_01	Atp6v0a1	Atp6v0a1	"XM_006532054.2,XR_388336.2,XM_006532050.3,XM_006532051.3,NM_001243051.2,NM_001243049.2,XM_030245492.1,NM_001243050.2,XM_006532049.3,NM_001362637.1,NM_001362641.1,NM_001362636.1,NM_016920.4,NM_001362640.1,NM_001362639.1,XR_388335.2,XM_030245491.1,NM_001362638.1,XM_006532055.3"	GRCm38.p6	chr11:101020486-101020522	False		0	11975
14945	Ankrd52_01	Ankrd52	Ankrd52	NM_172790.2	GRCm38.p6	chr10:128381848-128381893	False		0	237615
23953	Mras_01	Mras	Mras	"XM_030244082.1,NM_008624.3,XM_030244080.1,XM_006510825.3,XM_030244081.1"	GRCm38.p6	chr9:99394525-99394562	False		0	17532
29682	Slc41a1_01	Slc41a1	Slc41a1	NM_173865.3	GRCm38.p6	chr1:131844386-131844423	False		0	98396
29110	Serhl_01	Serhl	Serhl	"XM_030248725.1,NM_023475.3,XR_384036.3"	GRCm38.p6	chr15:83104337-83104371	False		0	68607
21960	Il3ra_01	Il3ra	Il3ra	"XM_017315866.1,XM_017315862.2,XM_017315865.2,XM_030247655.1,XM_017315867.2,XM_006517940.2,XM_017315864.2,XM_006517935.4,XM_017315860.2,XM_030247656.1,XM_017315868.1,XM_006517946.3,XM_006517941.4,XM_017315863.2,XM_006517942.3,XM_017315861.2,XM_006517947.4,XM_030247654.1,NM_008369.1,XM_030247657.1"	GRCm38.p6	"chr14:14349372-14350222,chr14:14350188-14350222"	False		0	16188
32399	Usp12_01	Usp12	Usp12	"NM_011669.3,XM_006504819.3,XM_030254365.1"	GRCm38.p6	chr5:146754469-146754503	False		0	22217
14562	Adgrl4_01	Adgrl4	Adgrl4	NM_133222.3	GRCm38.p6	chr3:151500443-151500478	False		0	170757
31761	Trak1_01	Trak1	Trak1	"NM_001357969.1,NM_001357968.1,NM_175114.3,NM_001357973.1,NM_001357972.1,NR_152160.1,NM_001357970.1"	GRCm38.p6	chr9:121440680-121440721	False		0	67095
26754	Phldb2_01	Phldb2	Phldb2	"XM_006521927.4,XM_006521928.4,XM_006521929.4,XM_006521922.4,XM_030249019.1,XM_006521923.4,XM_006521926.4,NM_001252442.1,XM_006521925.4,NM_001357078.1,XM_030249020.1,XM_011245859.3,XM_006521920.4,NM_153412.4,XM_006521921.4,XM_006521924.4"	GRCm38.p6	chr16:45825998-45826037	False		0	208177
31730	Tppp3_01	Tppp3	Tppp3	"XM_006531324.4,NM_026481.3"	GRCm38.p6	chr8:105468267-105468309	False		0	67971
22968	Lipe_01	Lipe	Lipe	"NM_010719.5,NM_001039507.2,XM_006539570.2,XM_030242179.1,XM_030242178.1,XM_030242180.1,XM_030242181.1,XM_006539572.4"	GRCm38.p6	chr7:25388569-25388606	False		0	16890
19881	Gabbr1_01	Gabbr1	Gabbr1	"XM_006524632.2,XM_030249909.1,XM_030249908.1,XR_001782091.2,NM_019439.3"	GRCm38.p6	chr17:37047538-37047573	False		0	54393
16113	Camta2_01	Camta2	Camta2	"XR_001779953.2,XM_030245830.1,NM_001190379.1,XM_006532924.3,XR_879581.3,XM_030245829.1,XM_006532920.4,XM_006532923.4,XR_003949385.1,XM_030245831.1,NM_001190376.1,NM_178116.4,XM_006532918.4,XM_006532919.4,NM_001190378.1,NM_001364103.1"	GRCm38.p6	chr11:70684116-70684153	False		0	216874
21757	Icmt_01	Icmt	Icmt	"NR_161303.1,NR_161302.1,NR_161307.1,NM_133788.2,NR_161304.1,NR_161306.1,NR_037908.1"	GRCm38.p6	chr4:152299674-152299723	False		0	57295
23778	Mindy3_01	Mindy3	Mindy3	"NM_001355535.1,NR_149745.1,NR_149732.1,NM_024185.4,XM_006497525.2,XM_006497524.2,XR_001783166.2,XR_003953695.1,NM_001355536.1,XM_030251974.1,NR_149730.1,XM_006497529.2,NR_149731.1,NM_001355538.1,NM_001355537.1,XM_006497522.4,NM_001355539.1,XM_006497523.4"	GRCm38.p6	chr2:12419174-12419208	False		0	66960
30525	Sub1_01	Sub1	Sub1	"XM_006520042.4,NM_011294.3"	GRCm38.p6	chr15:11990992-11991026	False		0	20024
31909	Trp53bp2_01	Trp53bp2	Trp53bp2	NM_173378.2	GRCm38.p6	chr1:182435384-182435421	False		0	209456
18896	Enkur_01	Enkur	Enkur	NM_027728.2	GRCm38.p6	chr2:21205102-21205145	False		0	71233
21532	Hnrnpc_01	Hnrnpc	Hnrnpc	"NM_016884.4,XM_017315850.2,XM_017315855.2,NM_001170983.2,XM_017315853.2,NM_001360181.1,NM_001170981.2,NM_001360180.1,NM_001360172.1,NM_001360173.1,NM_001360176.1,NM_001360177.1,NM_001360183.1,NM_001360182.1,NM_001360174.1,NM_001360175.1,NM_001360178.1,NM_001170984.2,XM_030247653.1,NM_001360179.1,XM_006518571.4,NM_001360184.1,NM_001170982.2"	GRCm38.p6	chr14:52084317-52084352	False		0	15381
21082	Grn_01	Grn	Grn	"XM_030245577.1,NM_008175.5"	GRCm38.p6	chr11:102436080-102436119	False		0	14824
17245	Cnot1_01	Cnot1	Cnot1	"NM_001372353.1,XM_017312735.2,XR_001778431.2,NM_001205226.2,XR_003947260.1,XM_006530872.3,NM_001372351.1,XM_006530874.3,XM_006530871.3,NM_153164.4,XM_006530870.2,NM_178078.3"	GRCm38.p6	chr8:95743136-95743171	False		0	234594
15474	Atp6v1e1_01	Atp6v1e1	Atp6v1e1	NM_007510.3	GRCm38.p6	chr6:120803324-120803361	False		0	11973
15297	Asah1_01	Asah1	Asah1	"XM_017312532.2,XM_030243256.1,XM_017312536.1,XM_017312528.2,XM_017312531.2,XM_017312533.1,XM_030243253.1,NM_019734.3,XM_017312527.2,XM_030243255.1,XM_017312530.2,XM_030243254.1,XM_017312534.1,XM_017312535.1"	GRCm38.p6	chr8:41346120-41346163	False		0	11886
21857	Igfbp5_01	Igfbp5	Igfbp5	NM_010518.2	GRCm38.p6	chr1:72874067-72874103	False		0	16011
20898	Gpc1_01	Gpc1	Gpc1	"XM_006529142.3,NM_016696.5,XM_011247925.2"	GRCm38.p6	chr1:92856000-92856035	False		0	14733
26635	Per3_01	Per3	Per3	"NM_001289877.1,NM_011067.3,XM_017320034.2,XM_017320031.2,NM_001289878.1,XR_003954892.1,XR_001784108.2,XM_030253311.1,XM_017320032.2,XM_017320036.2,XM_017320033.2,XM_011250203.3"	GRCm38.p6	chr4:151024452-151024487	False		0	18628
30902	Tcf12_01	Tcf12	Tcf12	"XM_030244215.1,XM_006511000.4,XM_006510999.3,XM_006510998.3,XM_006510997.3,XM_017313270.2,NM_001253863.1,NM_011544.3,NM_001253862.1,XM_030244212.1,XM_006510996.3,XM_006510995.3,XM_006511002.2,XM_006510994.4,NM_001253865.1,XM_030244213.1,NM_001253864.1,XM_030244214.1"	GRCm38.p6	chr9:71883752-71883795	False		0	21406
22853	Lcp1_01	Lcp1	Lcp1	"NM_001247984.1,XM_006518699.1,XM_006518701.3,XM_017315920.1,XM_006518704.1,XM_006518703.4,NM_008879.4"	GRCm38.p6	chr14:75206209-75206250	False		0	18826
32275	Ucn_01	Ucn	Ucn	"NM_021290.2,NM_001346010.1"	GRCm38.p6	chr5:31138432-31138466	False		0	22226
16244	Cbx8_01	Cbx8	Cbx8	"XM_017314589.1,NM_013926.1"	GRCm38.p6	chr11:119038699-119038740	False		0	30951
27583	Prss45_01	Prss45	Prss45	NM_153172.1	GRCm38.p6	chr9:110838479-110838514	False		0	260408
23216	Luc7l3_01	Luc7l3	Luc7l3	"NR_155068.1,XR_001780043.2,NM_001361575.1,NM_001361574.1,NM_026313.2,NM_001361573.1,NR_155069.1,XR_001780044.2,XR_388511.4"	GRCm38.p6	chr11:94303885-94303924	False		0	67684
22023	Inpp5b_01	Inpp5b	Inpp5b	"XM_006502804.3,NM_008385.4,XM_006502805.2,XR_003954882.1,NR_126474.1"	GRCm38.p6	chr4:124780381-124780420	False		0	16330
16606	Cdc42bpa_01	Cdc42bpa	Cdc42bpa	"XM_030253510.1,XM_006496802.4,XM_006496803.4,NM_001346804.1,NM_001359546.1,XM_017320129.2,NM_001359547.1,NM_001359545.1,NM_001033285.1,NM_001359544.1,NM_001359541.1,XR_001784122.2,XM_017320119.2,XM_017320148.1,NM_001359543.1,NM_001359542.1,XM_006496809.4,XM_017320130.2,XM_006496804.4,XR_001784125.2,XM_011238804.3,XM_006496807.4,XM_006496806.4,XM_011238803.3,XM_030253509.1,XM_011238802.2,NM_001359549.1,NM_001359548.1,XR_001784127.2,NM_001346805.1,NR_153194.1"	GRCm38.p6	chr1:180067167-180067202	False		0	226751
17011	Chtop_01	Chtop	Chtop	"NM_001293782.1,XR_867226.3,NM_001293780.1,NM_001293777.1,NM_001293776.1,NM_023215.6,NM_001293779.1,NM_001293778.1,NM_001293781.1"	GRCm38.p6	chr3:90506212-90506248	False		0	66511
32389	Usf2_01	Usf2	Usf2	"XM_006539733.4,NM_011680.2"	GRCm38.p6	chr7:30956172-30956208	False		0	22282
20997	Gprasp1_01	Gprasp1	Gprasp1	"NM_001004359.2,NM_026081.5,NM_001005385.1"	GRCm38.p6	chrX:135799291-135799328	False		0	67298
32652	Vmn1r88_01	Vmn1r88	Vmn1r88	NM_001167537.1	GRCm38.p6	chr7:13178219-13178268	False		0	100312474
27091	Pnpla1_01	Pnpla1	Pnpla1	"XM_006524585.3,XM_006524581.4,XM_006524582.4,NM_001034885.3"	GRCm38.p6	chr17:28876894-28876937	False		0	433091
32504	Vcp_01	Vcp	Vcp	NM_009503.4	GRCm38.p6	chr4:42996234-42996271	False		0	269523
14307	Abl2_01	Abl2	Abl2	"XM_006496621.4,NM_001136104.1,XM_006496614.4,XM_006496615.4,XM_006496620.4,XM_011238738.3,XM_006496617.4,NM_009595.3,XM_006496616.4,XM_006496613.4,XM_011238737.3,XM_006496622.4"	GRCm38.p6	chr1:156625294-156625329	False		0	11352
24966	Nsun2_01	Nsun2	Nsun2	NM_145354.5	GRCm38.p6	chr13:69619528-69619563	False		0	28114
30467	Stmn4_01	Stmn4	Stmn4	"NM_019675.3,XM_006519316.3,NM_001310522.1,NM_001310523.1,XM_017316097.2,XM_006519317.3"	GRCm38.p6	chr14:66356723-66356762	False		0	56471
23665	Mettl23_01	Mettl23	"Mettl23,Gm14127"	"NM_028865.3,XR_003953948.1,XM_006534360.3"	GRCm38.p6	"chr2:150470082-150470116,chr11:116843740-116843774"	False		0	74319
28282	Rgs4_01	Rgs4	Rgs4	NM_009062.3	GRCm38.p6	chr1:169745249-169745290	False		0	19736
24627	Nf2_01	Nf2	Nf2	"XM_006514570.2,NM_001252253.1,XM_030245645.1,NM_001361676.1,NM_001252252.1,XM_011243670.3,NM_001361677.1,XM_006514574.4,XM_006514571.4,XM_006514572.4,NM_010898.4,XM_011243669.2,NM_001252251.1,NM_001361675.1,NM_001252250.1,XM_006514569.4"	GRCm38.p6	chr11:4784499-4784538	False		0	18016
18582	Dynll1_01	Dynll1	Dynll1	NM_019682.4	GRCm38.p6	chr5:115300543-115300577	False		0	56455
30550	Sult3a1_01	Sult3a1	Sult3a1	"XM_011243193.1,XM_011243194.1,NM_020565.2"	GRCm38.p6	chr10:33866562-33866596	False		0	57430
22792	Lamtor5_01	Lamtor5	Lamtor5	NM_026774.2	GRCm38.p6	chr3:107279870-107279919	False		0	68576
33512	Zfyve21_01	Zfyve21	Zfyve21	"NM_001374721.1,XM_006516193.4,XM_006516192.4,XM_006516194.4,XM_011244168.1,XM_006516195.4,NM_026752.4,XM_006516196.4"	GRCm38.p6	chr12:111825025-111825063	False		0	68520
27816	Pxn_01	Pxn	Pxn	"NM_011223.3,NM_133915.3,XM_006530204.3,XM_006530205.3,XM_006530202.3,XM_030254218.1,XM_006530207.4"	GRCm38.p6	chr5:115544511-115544545	False		0	19303
28670	Rras2_01	Rras2	Rras2	"NM_025846.2,XM_017312239.1"	GRCm38.p6	chr7:114060343-114060377	False		0	66922
17369	Cope_01	Cope	Cope	NM_021538.2	GRCm38.p6	chr8:70304652-70304687	False		0	59042
29133	Serpina3n_01	Serpina3n	Serpina3n	"NM_009252.2,XM_011244046.3"	GRCm38.p6	chr12:104411131-104411172	False		0	20716
18470	Dpy19l4_01	Dpy19l4	Dpy19l4	"XM_006538042.4,NM_001081201.2,NM_001081201.1,XM_006538041.4"	GRCm38.p6	chr4:11304300-11304337	False		0	381510
14331	Acadm_01	Acadm	Acadm	NM_007382.5	GRCm38.p6	chr3:153939118-153939155	False		0	11364
16180	Casd1_01	Casd1	Casd1	"XM_006505030.3,XM_006505029.3,NM_145398.3"	GRCm38.p6	chr6:4625505-4625548	False		0	213819
28240	Rflnb_01	Rflnb	Rflnb	NM_029658.1	GRCm38.p6	chr11:76025016-76025050	False		0	76566
8903	Anp32b_01	Anp32b	Anp32b	"NM_130889.3,XM_011250089.3"	GRCm38.p6	chr4:46463849-46463884	False		0	67628
18806	Eif6_01	Eif6	Eif6	NM_010579.2	GRCm38.p6	chr2:155823307-155823342	False		0	16418
28379	Ripply2_01	Ripply2	Ripply2	"XM_030244436.1,XM_006511261.4,XM_030244437.1,NM_001037907.1"	GRCm38.p6	chr9:87015877-87015911	False		0	382089
21539	Hnrnpk_01	Hnrnpk	Hnrnpk	"XM_006517103.4,NM_001301343.1,XM_006517104.3,NM_001360491.1,NM_001360490.1,NM_001360495.1,NR_153501.1,NR_153504.1,NM_001360494.1,NM_025279.3,NM_001301341.1,NM_001301344.1,NM_001360493.1,NM_001301345.1,NR_153502.1,NM_001301340.1,NR_153503.1"	GRCm38.p6	chr13:58394750-58394785	False		0	15387
22405	Kctd17_01	Kctd17	Kctd17	"NM_001289673.1,XM_030248792.1,XM_006521460.4,XR_001781569.2,XR_001781568.2,NR_110357.1,NM_001289671.1,XM_006521461.4,NM_001289672.1"	GRCm38.p6	chr15:78430075-78430110	False		0	72844
28561	Rpl17_01	Rpl17	"Rpl17,Rpl17-ps8,Rpl17-ps10"	"NM_001002239.3,XR_882215.3,XM_017317919.2,XR_878178.3,XM_017317918.1,XM_006525996.1"	GRCm38.p6	"chrX:96485132-96485171,chr7:72649035-72649074,chr18:75002045-75002084"	False		0	319195
22805	Larp4_01	Larp4	Larp4	"NM_001284521.1,NM_001284522.1,NM_001284523.1,NM_001024526.2,NM_001080948.2,XM_006520675.1,XM_017316524.1"	GRCm38.p6	chr15:99996548-99996587	False		0	207214
32788	Vta1_01	Vta1	Vta1	"NM_025418.3,XM_006512809.4"	GRCm38.p6	chr10:14705394-14705433	False		0	66201
23579	Mea1_01	Mea1	Mea1	"NM_001277310.1,NR_102392.1,XM_006523748.4,XM_006523750.4,NM_001277309.1,XM_006523746.3,NM_001277312.1,XM_006523749.4,NM_010787.2,NM_001277311.1"	GRCm38.p6	chr17:46682018-46682052	False		0	17256
21210	H1f0_01	H1f0	H1f0	NM_008197.3	GRCm38.p6	chr15:79029204-79029239	False		0	14958
29921	Smpd1_01	Smpd1	Smpd1	NM_011421.2	GRCm38.p6	chr7:105555507-105555548	False		0	20597
17734	Cwc25_01	Cwc25	Cwc25	NM_026186.4	GRCm38.p6	chr11:97757765-97757800	False		0	67480
30374	St3gal4_01	St3gal4	St3gal4	"XM_011242433.1,XM_006510110.4,NM_009178.4,XM_011242429.3,XM_006510111.4,XM_006510112.4,XM_006510109.4,XM_006510108.2"	GRCm38.p6	chr9:35055215-35055264	False		0	20443
16897	Cggbp1_01	Cggbp1	Cggbp1	"NM_178647.3,NM_001357416.1"	GRCm38.p6	chr16:64855639-64855680	False		0	106143
20914	Gpkow_01	Gpkow	Gpkow	NM_173747.3	GRCm38.p6	chrX:7706387-7706422	False		0	209416
28004	Rap1gds1_01	Rap1gds1	Rap1gds1	"XM_006501428.4,XM_030252602.1,NM_145544.3,NM_001040690.2,XM_006501429.4,NM_001286759.1,NM_001356388.1"	GRCm38.p6	chr3:138959062-138959097	False		0	229877
23931	Mpp3_01	Mpp3	Mpp3	"XM_006532140.4,XM_030245518.1,NM_007863.2,XM_006532138.3"	GRCm38.p6	chr11:102023424-102023458	False		0	13384
16219	Cbarp_01	Cbarp	Cbarp	"XM_030244791.1,XM_006512977.3,XM_006512972.3,XM_006512967.4,NM_001195268.1,XM_006512970.3,XM_006512974.3,XM_006512973.2,XM_006512976.3,XM_030244789.1,XM_006512971.4,XM_006512968.4,XM_006512969.3,NR_036582.1,XM_030244790.1,XM_006512965.3"	GRCm38.p6	chr10:80135495-80135529	False		0	100503659
22137	Isg20_01	Isg20	Isg20	"NM_020583.5,XM_006541028.4,NM_001113527.1,XM_030242829.1,XM_030242827.1,XM_030242828.1,XM_006541026.2,NM_001291221.1,NM_001291220.1"	GRCm38.p6	chr7:78914460-78914494	False		0	57444
26879	Pkd1_01	Pkd1	Pkd1	"XM_030249582.1,XM_030249586.1,XM_006523845.3,XM_030249585.1,XM_030249584.1,NM_013630.2,XM_006523834.3,XM_006523852.4,XM_006523847.3,XM_030249587.1,XM_006523842.4,XM_030249589.1,XM_006523843.3,XM_030249588.1,XM_006523844.3,XM_030249578.1,XM_006523841.4,XM_030249579.1,XM_030249581.1,XM_030249580.1,XM_030249577.1,XM_006523846.3,XM_030249583.1"	GRCm38.p6	chr17:24565563-24565604	False		0	18763
9157	Casp8_01	Casp8	Casp8	"XM_006495634.4,NM_001080126.1,NM_001277926.1,NM_009812.2"	GRCm38.p6	chr1:58824005-58824042	False		0	12370
27831	Pyurf_01	Pyurf	Pyurf	NM_025574.3	GRCm38.p6	chr6:57689807-57689856	False		0	66459
19011	Erh_01	Erh	Erh	"XM_011243995.3,NM_007951.4,NM_001347409.1"	GRCm38.p6	chr12:80640973-80641007	False		0	13877
24033	Mrpl43_01	Mrpl43	Mrpl43	NM_053164.3	GRCm38.p6	chr19:45006110-45006144	False		0	94067
21162	Gtpbp2_01	Gtpbp2	Gtpbp2	"XM_030249916.1,XR_385348.3,XM_030249917.1,NM_019581.3,XM_017317582.2,NM_001145979.1,NM_001357745.1,XM_006524651.4"	GRCm38.p6	chr17:46164736-46164773	False		0	56055
16324	Ccdc190_01	Ccdc190	Ccdc190	"XM_006497037.4,NM_001033185.2,NM_001347138.1,XM_030243683.1,XM_006497036.3,XM_030243685.1"	GRCm38.p6	chr1:169934044-169934081	False		0	78465
22281	Kat6b_01	Kat6b	Kat6b	"NM_001205241.1,XM_006519263.4,XM_017316082.2,XM_017316083.2,XM_006519269.4,XM_006519264.4,XM_017316084.2,XM_006519265.4,XM_030247887.1,XM_006519268.4,XM_030247888.1,NM_017479.3"	GRCm38.p6	chr14:21628867-21628902	False		0	54169
31704	Tox4_01	Tox4	Tox4	NM_023434.3	GRCm38.p6	chr14:52285696-52285735	False		0	268741
28580	Rpl35_01	Rpl35	Rpl35	NM_025592.3	GRCm38.p6	chr2:39004791-39004825	False		0	66489
26747	Phkb_01	Phkb	Phkb	"XM_006530533.4,NM_001364411.1,XR_001778385.2,XM_006530537.4,XM_006530534.4,NM_001364412.1,XR_878767.3,XM_006530531.4,NM_199446.2,XM_006530532.4,XR_001778386.2"	GRCm38.p6	chr8:85942216-85942257	False		0	102093
26951	Plcg2_01	Plcg2	Plcg2	NM_172285.2	GRCm38.p6	chr8:117504188-117504223	False		0	234779
27932	Rabgef1_01	Rabgef1	Rabgef1	"NM_019983.2,XM_006504448.3,XM_006504446.4,XM_006504447.4,NM_001199059.1,NM_001359233.1"	GRCm38.p6	chr5:130187447-130187482	False		0	56715
17049	Ckap4_01	Ckap4	Ckap4	NM_175451.1	GRCm38.p6	chr10:84528603-84528640	False		0	216197
22991	Lmbr1_01	Lmbr1	Lmbr1	"XM_030254723.1,NM_020295.3,XM_017321034.2,XM_030254722.1,XM_011249783.1,XM_011249782.3,XM_006535767.4,XM_006535771.4,XM_006535770.4,XM_006535768.4,XM_006535765.4,XM_006535764.4,XM_006535772.4"	GRCm38.p6	chr5:29292870-29292909	False		0	56873
21538	Hnrnph3_01	Hnrnph3	Hnrnph3	"XM_006513839.4,NM_001079824.1,XM_030245158.1,NM_001359260.1,XM_030245164.1,XM_030245161.1,NM_001359261.1,XM_030245160.1,XM_006513837.4,XM_030245165.1,XM_030245169.1,XM_030245167.1,XM_030245168.1,XM_030245163.1,XM_030245166.1,XM_030245170.1,NM_001347457.1,XM_030245162.1,XM_030245159.1"	GRCm38.p6	chr10:63016478-63016517	False		0	432467
27283	Ppp1r1b_01	Ppp1r1b	Ppp1r1b	"NM_144828.2,NM_001313970.1"	GRCm38.p6	chr11:98355327-98355361	False		0	19049
29908	Smim7_01	Smim7	Smim7	NM_172396.3	GRCm38.p6	chr8:72570881-72570915	False		0	66818
16354	Ccdc6_01	Ccdc6	Ccdc6	"XM_006514277.3,NM_001111121.1,XM_006514276.3"	GRCm38.p6	chr10:70142677-70142712	False		0	76551
29128	Serpina3g_01	Serpina3g	Serpina3g	"NM_001353613.1,NM_001353612.1,NM_009251.2"	GRCm38.p6	chr12:104241240-104241274	False		0	20715
14248	Abcb1a_01	Abcb1a	Abcb1a	"XM_006503556.4,NM_011076.3"	GRCm38.p6	chr5:8683384-8683419	False		0	18671
18037	Ddn_01	Ddn	Ddn	NM_001013741.1	GRCm38.p6	chr15:98807702-98807737	False		0	13199
32710	Vmn2r74_01	Vmn2r74	Vmn2r74	NM_001105187.1	GRCm38.p6	chr7:85958066-85958106	False		0	546980
19503	Fcgrt_01	Fcgrt	Fcgrt	"NM_001357117.1,NM_010189.3"	GRCm38.p6	chr7:45102016-45102051	False		0	14132
23485	Mau2_01	Mau2	Mau2	"NM_001376947.1,NM_001376948.1,NM_028993.4,NM_001376946.1,NM_028993.5,NM_001167939.2,NM_001167939.1,NR_165036.1,NR_165037.1,NM_001376949.1"	GRCm38.p6	chr8:70025828-70025867	False		0	74549
33978	Rb1cc1_01	Rb1cc1	Rb1cc1	"XM_011238340.2,NM_009826.4,XM_011238339.2,XM_011238338.3,XM_011238341.3,XM_006495443.4"	GRCm38.p6	chr1:6249339-6249373	False		0	12421
24816	Nop56_01	Nop56	Nop56	"XR_374509.2,NR_149733.1,XR_866336.1,NM_024193.2,XR_866335.2,XM_006500062.1"	GRCm38.p6	chr2:130276000-130276037	False		0	67134
22438	Kdm7a_01	Kdm7a	Kdm7a	NM_001033430.4	GRCm38.p6	chr6:39170864-39170899	False		0	338523
29844	Smap1_01	Smap1	Smap1	"NM_001290683.1,NM_028534.3,XM_030243880.1,NM_001357395.1,NR_110972.1"	GRCm38.p6	chr1:23848452-23848487	False		0	98366
21738	Hyou1_01	Hyou1	Hyou1	"XM_006509962.3,NM_021395.4,XM_006509961.3,XM_006509959.3,XM_006509960.3"	GRCm38.p6	chr9:44381256-44381297	False		0	12282
16313	Ccdc18_01	Ccdc18	Ccdc18	"NM_028481.1,XR_003955715.1,XM_006535255.4,XM_006535251.4,XM_006535252.4,XM_006535253.4"	GRCm38.p6	chr5:108136042-108136078	False		0	73254
24480	Ncln_01	Ncln	Ncln	"XM_017313762.2,NM_134009.3"	GRCm38.p6	chr10:81493172-81493207	False		0	103425
30677	Syvn1_01	Syvn1	Syvn1	"XM_006531850.4,NM_028769.5,NM_001164709.1"	GRCm38.p6	chr19:6049997-6050032	False		0	74126
33033	Yes1_01	Yes1	Yes1	"NM_001205133.1,NM_001205132.1,NM_009535.3"	GRCm38.p6	chr5:32651711-32651752	False		0	22612
